url,domain
https://go.hotmart.com/K51393959C,hotmart.com
https://peruconnection.com.pe/asaltan-camion-de-falabella-lleno-de-consolas-playstation-5/,com.pe
https://www.t13.cl/noticia/nacional/PS5-venta-ilegal-playstation-5-robadas-riesgos-20-11-2020,t13.cl
https://itoo.dev/p/universidad-hacking-todo-en-ciberseguridad-de-0-a-experto,itoo.dev
https://chat.whatsapp.com/Gf82jc0NZlJ6h41gdXZccf,whatsapp.com
https://www.moneycontrol.com/news/business/technicals/how-to-stay-invested-in-stock-market-amid-weak-rupee-falling-crude-oil-recession-worries-8834361.html,moneycontrol.com
https://www.moneycontrol.com/news/business/commodities/watch-commodities-update-why-is-rupee-falling-vs-us-dollar-impact-on-your-spends-investments-decoded-8832961.html,moneycontrol.com
https://www.moneycontrol.com/news/business/markets/crude-oil-prices-fell-8-overnight-good-news-for-consuming-countries-commodities-update-8820851.html,moneycontrol.com
https://www.moneycontrol.com/news/business/economy/watch-fall-in-rupee-affecting-your-travel-plans-head-to-these-countries-to-feel-like-royalty-8820521,moneycontrol.com
https://www.moneycontrol.com/news/business/formation-dissolution-of-hindu-undivided-family-huf-legal-issues-other-challenges-explained-8821481.html,moneycontrol.com
https://www.moneycontrol.com/news/business/markets/watch-nomination-for-mutual-funds-to-be-optional-but-heres-why-adding-nominees-is-crucial-8816861.html,moneycontrol.com
https://www.moneycontrol.com/news/business/economy/watch-fall-in-rupee-affecting-your-travel-plans-head-to-these-countries-to-feel-like-royalty-8820521.html,moneycontrol.com
https://www.moneycontrol.com/news/business/markets/polycab-india-has-traded-sideways-for-last-12-months-should-you-buy-at-current-price-8817211.html,moneycontrol.com
https://www.moneycontrol.com/news/business/markets/watch-find-out-why-gold-crude-metals-and-other-commodities-are-falling-8814031.html,moneycontrol.com
https://www.moneycontrol.com/news/business/single-use-plastic-banned-what-are-the-alternatives-and-how-much-do-they-cost-8814131.html,moneycontrol.com
https://www.moneycontrol.com/news/business/real-estate/watch-the-tenant-sea-facing-apartment-rent-at-one-of-indias-most-expensive-streets-8803571.html,moneycontrol.com
https://www.moneycontrol.com/news/business/commodities/base-metals-hit-new-lows-dollar-index-at-20-yr-high-whats-causing-the-damage-commodities-update-8809051.html,moneycontrol.com
https://www.moneycontrol.com/news/business/stocks/first-ever-crypto-smartphone-solana-saga-8800731.html,moneycontrol.com
https://www.moneycontrol.com/news/automobile/airbags-versus-structural-integrity-what-is-most-crucial-to-automotive-safety-the-drive-report-ep-3-8801101.html,moneycontrol.com
https://www.moneycontrol.com/news/business/stocks/ideas-for-profit-uflex-resilient-pharma-fmcg-demand-to-sustain-growth-8800701.html,moneycontrol.com
https://www.moneycontrol.com/news/business/companies/explained-tax-other-benefits-you-can-enjoy-as-a-member-of-huf-8793641.html,moneycontrol.com
https://www.moneycontrol.com/news/business/mc-explains-ondc-the-upi-of-e-commerce-8773421.html,moneycontrol.com
https://www.moneycontrol.com/news/business/markets/indias-newest-mutual-fund-house-whats-on-offer-8795621.html,moneycontrol.com
