url,domain
https://clips.twitch.tv/SuaveArbitraryStrawberryAsianGlow,twitch.tv
https://clips.twitch.tv/ViscousWrongWalletAMPEnergy,twitch.tv
https://clips.twitch.tv/CuteWanderingAnteaterCoolStoryBro,twitch.tv
https://www.twitch.tv/horsb0l/clip/ObservantCooperativeOcelotDendiFace,twitch.tv
https://www.twitch.tv/horsb0l/clip/HonorableAnimatedEggnogBIRB,twitch.tv
https://clips.twitch.tv/CovertTolerantJuiceFrankerZ,twitch.tv
https://clips.twitch.tv/VainSincereAsparagusHumbleLife,twitch.tv
https://clips.twitch.tv/CogentTubularSlothRlyTho,twitch.tv
https://clips.twitch.tv/TsundereCloudySowFreakinStinkin,twitch.tv
https://medal.tv/clips/41686348/d1337ni2qymy,medal.tv
https://medal.tv/clips/41787638/d1337BxnGQAM,medal.tv
https://clips.twitch.tv/PoorIncredulousSnakeGingerPower,twitch.tv
https://medal.tv/clips/41769533/d1337yjmPTvo,medal.tv
https://medal.tv/clips/41760106/d1337EAxvZ5M,medal.tv
https://medal.tv/clips/40957743,medal.tv
https://medal.tv/clips/41699608/d1337yP0R8o7,medal.tv
https://medal.tv/clips/41703710/d1337X8axXLe,medal.tv
https://clips.twitch.tv/PlacidCoyBarracudaShadyLulu,twitch.tv
https://clips.twitch.tv/HungryHelplessKangarooDuDudu,twitch.tv
https://clips.twitch.tv/ExcitedCrypticCrabsPrimeMe,twitch.tv
https://www.twitch.tv/william_hansen11/clip/CleanStylishDoveDoggo,twitch.tv
https://medal.tv/clips/41605864/d1337CioHBlf,medal.tv
https://www.twitch.tv/cabyplays/clip/SoftConsiderateTruffleOpieOP?filter=clips&range=30d&sort=time,twitch.tv
https://clips.twitch.tv/HonestLovelyDinosaurMVGame,twitch.tv
https://www.twitch.tv/naitzdk/clip/TalentedAgreeableDogeDerp,twitch.tv
https://clips.twitch.tv/IncredulousManlyRedpandaOMGScoots,twitch.tv
https://clips.twitch.tv/OptimisticFrozenAntFeelsBadMan,twitch.tv
https://clips.twitch.tv/CarelessCautiousCodNerfBlueBlaster,twitch.tv
https://clips.twitch.tv/ProtectiveHilariousEggnogFloof,twitch.tv
https://medal.tv/clips/41253155/d1337C4vQoQY,medal.tv
https://medal.tv/clips/39761024/d1337QgPEcsT,medal.tv
https://medal.tv/clips/41446342/d1337TS6RqPs,medal.tv
https://clips.twitch.tv/RudeOptimisticNarwhalGingerPower,twitch.tv
https://clips.twitch.tv/DepressedDaintyAirGuitarBibleThump,twitch.tv
https://clips.twitch.tv/GlamorousDarkKimchiCopyThis,twitch.tv
https://medal.tv/clips/41468012/d13371PJ9S9x,medal.tv
https://clips.twitch.tv/PopularPopularWeaselDatBoi,twitch.tv
https://clips.twitch.tv/DifferentFrailAlligatorWholeWheat,twitch.tv
https://medal.tv/clips/41372810/d1337tsGZTWK,medal.tv
https://www.twitch.tv/gustavlydum/clip/FrozenDeadCodAMPEnergyCherry,twitch.tv
https://medal.tv/clips/40957830/d1337oVq5rMp,medal.tv
https://clips.twitch.tv/FairCaringJalapenoBudBlast,twitch.tv
https://medal.tv/clips/41331684/d1337DgtI47Z,medal.tv
https://medal.tv/clips/41206604/d1337RBWLI6W,medal.tv
https://medal.tv/clips/36333093/d1337Yn6iLIz,medal.tv
https://clips.twitch.tv/FaintCredulousFrogLeeroyJenkins,twitch.tv
https://clips.twitch.tv/BelovedFitScorpionVoteYea,twitch.tv
https://clips.twitch.tv/LuckyCogentAlpacaLitFam,twitch.tv
https://medal.tv/clips/41120983/d1337IS6qlUd,medal.tv
https://clips.twitch.tv/ZanyPluckyPotAMPEnergyCherry,twitch.tv
https://www.twitch.tv/klarborg98/clip/PiliableFragileHabaneroBabyRage?filter=clips&range=7d&sort=time,twitch.tv
https://clips.twitch.tv/AbnegateObliqueUdonTheThing,twitch.tv
https://clips.twitch.tv/BlightedBoldTaroShazBotstix,twitch.tv
https://clips.twitch.tv/ExquisiteEvilDogeDxAbomb,twitch.tv
https://clips.twitch.tv/JoyousTastyPineappleResidentSleeper,twitch.tv
https://www.twitch.tv/fogzii/clip/ShyTalentedDugongDxCat,twitch.tv
https://clips.twitch.tv/TacitGoodSmoothieTBTacoRight,twitch.tv
https://clips.twitch.tv/ThankfulSourCormorantKippa,twitch.tv
https://medal.tv/clips/40897265/d1337Na8yuGR,medal.tv
https://www.twitch.tv/jytkimgaming/clip/ObliviousAbstruseCasetteNononoCat?filter=clips&range=24hr&sort=time,twitch.tv
https://www.twitch.tv/jytkimgaming/clip/SmilingGrossCheesecakeWow?filter=clips&range=24hr&sort=time,twitch.tv
https://clips.twitch.tv/FancyIcyGarbageDoritosChip,twitch.tv
https://clips.twitch.tv/InterestingZanyDelicataDansGame,twitch.tv
https://clips.twitch.tv/SilkyBashfulHyenaPJSugar,twitch.tv
https://clips.twitch.tv/ConcernedBlindingSowGingerPower,twitch.tv
https://clips.twitch.tv/TubularSquareWebBatChest,twitch.tv
https://clips.twitch.tv/SmilingGrossCheesecakeWow,twitch.tv
https://clips.twitch.tv/ObliviousAbstruseCasetteNononoCat,twitch.tv
https://clips.twitch.tv/InquisitiveFriendlyPigFloof,twitch.tv
https://medal.tv/clips/40957830/d133754bEnQK,medal.tv
https://www.twitch.tv/matt1yt/clip/DreamyKitschyClamDerp,twitch.tv
https://clips.twitch.tv/WonderfulTiredAppleLitFam,twitch.tv
https://clips.twitch.tv/ShinyJazzyPonyKappaClaus,twitch.tv
https://clips.twitch.tv/RenownedObliviousHamDatSheffy,twitch.tv
https://clips.twitch.tv/PlayfulAmazingGullPartyTime,twitch.tv
https://clips.twitch.tv/PunchyEntertainingCasetteSpicyBoy,twitch.tv
https://clips.twitch.tv/BumblingRenownedClipsdadYee,twitch.tv
https://clips.twitch.tv/PerfectAntsyBurritoRiPepperonis,twitch.tv
https://clips.twitch.tv/FantasticConcernedPineappleWow,twitch.tv
https://clips.twitch.tv/SarcasticUglyDogWTRuck,twitch.tv
https://clips.twitch.tv/SpeedyProtectiveStarLitty,twitch.tv
https://clips.twitch.tv/CogentSteamyPuppyDoubleRainbow,twitch.tv
https://clips.twitch.tv/FrailTriumphantGazellePastaThat,twitch.tv
https://clips.twitch.tv/UnusualCredulousKoupreyPastaThat,twitch.tv
https://medal.tv/clips/40797791/d1337UKUWFVq,medal.tv
https://clips.twitch.tv/SlipperyInspiringHorseAllenHuhu,twitch.tv
https://www.twitch.tv/superpinkykitty/clip/SpookyBoredBunnyPipeHype,twitch.tv
https://www.twitch.tv/superpinkykitty/clip/CautiousElegantClipzLitFam,twitch.tv
https://www.twitch.tv/tobiaskoch2468/clip/WimpyConcernedBadgerSoBayed,twitch.tv
https://clips.twitch.tv/MildCorrectPoxKeyboardCat,twitch.tv
https://www.twitch.tv/videos/863797720,twitch.tv
https://medal.tv/clips/40739341/d13370kmplmJ,medal.tv
https://medal.tv/clips/10408238/d1337oStFldG,medal.tv
https://clips.twitch.tv/PunchyReliableWrenRickroll,twitch.tv
https://www.twitch.tv/dunguhd/clip/EnticingGoodPepperChefFrank?filter=clips&range=all&sort=time,twitch.tv
https://clips.twitch.tv/LitigiousNiceFriesMVGame,twitch.tv
https://clips.twitch.tv/AwkwardTsundereMushroomHotPokket,twitch.tv
https://clips.twitch.tv/FunnyApatheticBobaTooSpicy,twitch.tv
https://www.twitch.tv/hvalen_hvalborg112/clip/ApatheticUnusualJackalAllenHuhu?filter=clips&range=24hr&sort=time,twitch.tv
https://www.twitch.tv/twodisqhd/clip/ConsiderateEnjoyableCormorantCurseLit,twitch.tv
https://www.twitch.tv/proviggo11/clip/ColdRepleteHorseradishShadyLulu,twitch.tv
https://www.twitch.tv/proviggo11/clip/CallousBoringScorpionHumbleLife,twitch.tv
https://www.twitch.tv/proviggo11/clip/HedonisticRepleteOrangeMikeHogu,twitch.tv
https://clips.twitch.tv/GenerousFastDonkeyResidentSleeper,twitch.tv
https://clips.twitch.tv/ColdbloodedTransparentAxeRaccAttack,twitch.tv
https://clips.twitch.tv/WonderfulEndearingInternSSSsss,twitch.tv
https://clips.twitch.tv/GrotesqueFunnySrirachaCharlieBitMe,twitch.tv
https://clips.twitch.tv/BelovedDifferentSnoodMrDestructoid,twitch.tv
https://clips.twitch.tv/PoisedFlaccidBubbleteaUnSane,twitch.tv
https://www.twitch.tv/wamsenn/clip/AbrasiveAggressiveChimpanzeeANELE,twitch.tv
https://www.twitch.tv/videos/855002466?t=8h42m1s,twitch.tv
https://clips.twitch.tv/ColorfulRealHamburgerSoBayed,twitch.tv
https://clips.twitch.tv/BombasticPoliteSnoodRalpherZ,twitch.tv
https://clips.twitch.tv/LaconicShortChipmunkPeanutButterJellyTime,twitch.tv
https://clips.twitch.tv/RudeCreativeBulgogiAMPEnergyCherry,twitch.tv
https://medal.tv/clips/40085939/d13370WfXAra,medal.tv
https://clips.twitch.tv/RoundExpensiveOrcaOhMyDog,twitch.tv
https://clips.twitch.tv/BraveDiligentCurlewSmoocherZ,twitch.tv
https://clips.twitch.tv/WiseLaconicHamsterTTours,twitch.tv
https://clips.twitch.tv/ArborealTiredEggMikeHogu,twitch.tv
https://medal.tv/clips/39836678/d1337YKXR8by,medal.tv
https://clips.twitch.tv/ProudCalmSardineBCWarrior,twitch.tv
https://clips.twitch.tv/LovelyConfidentChickpeaShazBotstix,twitch.tv
https://medal.tv/clips/39621300/d1337okMbi7r,medal.tv
https://medal.tv/clips/39491346/d1337ADYCrEK,medal.tv
https://medal.tv/clips/39538157/d1337Km2Gf1J,medal.tv
https://clips.twitch.tv/AmazonianSmoothKumquatTBTacoRight,twitch.tv
https://clips.twitch.tv/AlluringMoldyCurryKappaRoss,twitch.tv
https://www.twitch.tv/videos/846899210,twitch.tv
https://clips.twitch.tv/InventiveCulturedTrollNotATK,twitch.tv
https://clips.twitch.tv/ZanyChillyKeyboardOptimizePrime,twitch.tv
https://clips.twitch.tv/SilkyFlirtyTurtlePeteZaroll,twitch.tv
https://clips.twitch.tv/BillowingTolerantWaspGingerPower,twitch.tv
https://clips.twitch.tv/ImpossibleHelplessFinchPogChamp,twitch.tv
https://clips.twitch.tv/AbstruseClearYamMingLee,twitch.tv
https://medal.tv/clips/39226155/d1337EHqlMH6,medal.tv
https://www.twitch.tv/cph_mj_/clip/SlipperySoftGarlicKlappa,twitch.tv
https://clips.twitch.tv/SavageLazyLaptopGivePLZ,twitch.tv
https://medal.tv/clips/39374896/d1337I4E4EwZ,medal.tv
https://clips.twitch.tv/WanderingSavorySwanKAPOW,twitch.tv
https://clips.twitch.tv/DarkWimpyOysterRitzMitz,twitch.tv
https://clips.twitch.tv/CuriousTenuousCodMikeHogu,twitch.tv
https://clips.twitch.tv/NastyRamshackleWaffleNotATK,twitch.tv
https://clips.twitch.tv/DreamyDelightfulShrewTwitchRaid,twitch.tv
https://clips.twitch.tv/FurtiveGrotesqueCasetteJonCarnage,twitch.tv
https://clips.twitch.tv/HumbleMoldyWatermelonHassaanChop,twitch.tv
https://clips.twitch.tv/MagnificentLongGooseYee,twitch.tv
https://www.twitch.tv/pringles_dk/clip/PlainIcyGoldfishBIRB?tt_medium=mobile_web_share&tt_content=clips_viewing,twitch.tv
https://clips.twitch.tv/SlipperySoftGarlicKlappa,twitch.tv
https://clips.twitch.tv/AmazonianAveragePeachPartyTime,twitch.tv
https://clips.twitch.tv/PlainIcyGoldfishBIRB,twitch.tv
https://clips.twitch.tv/PlainIcyGoldfishBIRB.,twitch.tv
https://clips.twitch.tv/DarkTangibleDotterelPhilosoraptor,twitch.tv
https://clips.twitch.tv/DarkAlluringCakeNotLikeThis,twitch.tv
